r,i,reg_cap_cost_mult
b111,o-g-s,1
b111,PSH,1
b111,H2-CC,1
b111,H2-CT,1
b111,smr,1
b111,smr_ccs,1
b111,UPV,1
b111,OFSWIND,1
b111,ONSWIND,1
b111,coal-CCS_mod,1
b111,coal-CCS_max,1
b111,Gas-CC-CCS_mod,1
b111,Gas-CC-CCS_max,1
b111,beccs_mod,1
b111,beccs_max,1
b111,dac_gas,1
b111,egs_allkm_1,1
b111,egs_allkm_2,1
b111,egs_allkm_3,1
b111,egs_allkm_4,1
b111,egs_allkm_5,1
b111,egs_allkm_6,1
b111,egs_allkm_7,1
b111,egs_allkm_8,1
b111,egs_allkm_9,1
b111,egs_allkm_10,1
b111,geohydro_allkm_1,1
b111,geohydro_allkm_2,1
b111,geohydro_allkm_3,1
b111,geohydro_allkm_4,1
b111,geohydro_allkm_5,1
b111,geohydro_allkm_6,1
b111,geohydro_allkm_7,1
b111,geohydro_allkm_8,1
b111,geohydro_allkm_9,1
b111,geohydro_allkm_10,1
b111,egs_nearfield_1,1
b111,egs_nearfield_2,1
b111,egs_nearfield_3,1
b111,egs_nearfield_4,1
b111,egs_nearfield_5,1
b111,egs_nearfield_6,1
b111,egs_nearfield_7,1
b111,egs_nearfield_8,1
b111,egs_nearfield_9,1
b111,egs_nearfield_10,1
b112,BATTERY,1
b112,biopower,1
b112,caes,1
b112,can-imports,1
b112,coal-CCS-F1,1
b112,coal-CCS-F2,1
b112,coal-CCS-F3,1
b112,Coal-IGCC,1
b112,coal-new,1
b112,CoalOldScr,1
b112,CoalOldUns,1
b112,CofireNew,1
b112,CofireOld,1
b112,csp1_1,1
b112,csp1_10,1
b112,csp1_11,1
b112,csp1_12,1
b112,csp1_2,1
b112,csp1_3,1
b112,csp1_4,1
b112,csp1_5,1
b112,csp1_6,1
b112,csp1_7,1
b112,csp1_8,1
b112,csp1_9,1
b112,dac,1
b112,distpv,1
b112,dupv_1,1
b112,dupv_10,1
b112,dupv_2,1
b112,dupv_3,1
b112,dupv_4,1
b112,dupv_5,1
b112,dupv_6,1
b112,dupv_7,1
b112,dupv_8,1
b112,dupv_9,1
b112,electrolyzer,1
b112,Gas-CC,1
b112,Gas-CC-CCS-F1,1
b112,Gas-CC-CCS-F2,1
b112,Gas-CC-CCS-F3,1
b112,Gas-CT,1
b112,hydD,1
b112,hydED,1
b112,hydEND,1
b112,hydND,1
b112,hydNPD,1
b112,hydNPND,1
b112,Hydro,1
b112,hydSD,1
b112,hydSND,1
b112,hydUD,1
b112,hydUND,1
b112,ice,1
b112,lfill-gas,1
b112,MHKwave,1
b112,Nuclear,1
b112,Nuclear-SMR,1
b112,Ocean,1
b112,o-g-s,1
b112,PSH,1
b112,H2-CC,1
b112,H2-CT,1
b112,smr,1
b112,smr_ccs,1
b112,UPV,1
b112,OFSWIND,1
b112,ONSWIND,1
b112,coal-CCS_mod,1
b112,coal-CCS_max,1
b112,Gas-CC-CCS_mod,1
b112,Gas-CC-CCS_max,1
b112,beccs_mod,1
b112,beccs_max,1
b112,dac_gas,1
b112,egs_allkm_1,1
b112,egs_allkm_2,1
b112,egs_allkm_3,1
b112,egs_allkm_4,1
b112,egs_allkm_5,1
b112,egs_allkm_6,1
b112,egs_allkm_7,1
b112,egs_allkm_8,1
b112,egs_allkm_9,1
b112,egs_allkm_10,1
b112,geohydro_allkm_1,1
b112,geohydro_allkm_2,1
b112,geohydro_allkm_3,1
b112,geohydro_allkm_4,1
b112,geohydro_allkm_5,1
b112,geohydro_allkm_6,1
b112,geohydro_allkm_7,1
b112,geohydro_allkm_8,1
b112,geohydro_allkm_9,1
b112,geohydro_allkm_10,1
b112,egs_nearfield_1,1
b112,egs_nearfield_2,1
b112,egs_nearfield_3,1
b112,egs_nearfield_4,1
b112,egs_nearfield_5,1
b112,egs_nearfield_6,1
b112,egs_nearfield_7,1
b112,egs_nearfield_8,1
b112,egs_nearfield_9,1
b112,egs_nearfield_10,1
b113,BATTERY,1
b113,biopower,1
b113,caes,1
b113,can-imports,1
b113,coal-CCS-F1,1
b113,coal-CCS-F2,1
b113,coal-CCS-F3,1
b113,Coal-IGCC,1
b113,coal-new,1
b113,CoalOldScr,1
b113,CoalOldUns,1
b113,CofireNew,1
b113,CofireOld,1
b113,csp1_1,1
b113,csp1_10,1
b113,csp1_11,1
b113,csp1_12,1
b113,csp1_2,1
b113,csp1_3,1
b113,csp1_4,1
b113,csp1_5,1
b113,csp1_6,1
b113,csp1_7,1
b113,csp1_8,1
b113,csp1_9,1
b113,dac,1
b113,distpv,1
b113,dupv_1,1
b113,dupv_10,1
b113,dupv_2,1
b113,dupv_3,1
b113,dupv_4,1
b113,dupv_5,1
b113,dupv_6,1
b113,dupv_7,1
b113,dupv_8,1
b113,dupv_9,1
b113,electrolyzer,1
b113,Gas-CC,1
b113,Gas-CC-CCS-F1,1
b113,Gas-CC-CCS-F2,1
b113,Gas-CC-CCS-F3,1
b113,Gas-CT,1
b113,hydD,1
b113,hydED,1
b113,hydEND,1
b113,hydND,1
b113,hydNPD,1
b113,hydNPND,1
b113,Hydro,1
b113,hydSD,1
b113,hydSND,1
b113,hydUD,1
b113,hydUND,1
b113,ice,1
b113,lfill-gas,1
b113,MHKwave,1
b113,Nuclear,1
b113,Nuclear-SMR,1
b113,Ocean,1
b113,o-g-s,1
b113,PSH,1
b113,H2-CC,1
b113,H2-CT,1
b113,smr,1
b113,smr_ccs,1
b113,UPV,1
b113,OFSWIND,1
b113,ONSWIND,1
b113,coal-CCS_mod,1
b113,coal-CCS_max,1
b113,Gas-CC-CCS_mod,1
b113,Gas-CC-CCS_max,1
b113,beccs_mod,1
b113,beccs_max,1
b113,dac_gas,1
b113,egs_allkm_1,1
b113,egs_allkm_2,1
b113,egs_allkm_3,1
b113,egs_allkm_4,1
b113,egs_allkm_5,1
b113,egs_allkm_6,1
b113,egs_allkm_7,1
b113,egs_allkm_8,1
b113,egs_allkm_9,1
b113,egs_allkm_10,1
b113,geohydro_allkm_1,1
b113,geohydro_allkm_2,1
b113,geohydro_allkm_3,1
b113,geohydro_allkm_4,1
b113,geohydro_allkm_5,1
b113,geohydro_allkm_6,1
b113,geohydro_allkm_7,1
b113,geohydro_allkm_8,1
b113,geohydro_allkm_9,1
b113,geohydro_allkm_10,1
b113,egs_nearfield_1,1
b113,egs_nearfield_2,1
b113,egs_nearfield_3,1
b113,egs_nearfield_4,1
b113,egs_nearfield_5,1
b113,egs_nearfield_6,1
b113,egs_nearfield_7,1
b113,egs_nearfield_8,1
b113,egs_nearfield_9,1
b113,egs_nearfield_10,1
b114,BATTERY,1
b114,biopower,1
b114,caes,1
b114,can-imports,1
b114,coal-CCS-F1,1
b114,coal-CCS-F2,1
b114,coal-CCS-F3,1
b114,Coal-IGCC,1
b114,coal-new,1
b114,CoalOldScr,1
b114,CoalOldUns,1
b114,CofireNew,1
b114,CofireOld,1
b114,csp1_1,1
b114,csp1_10,1
b114,csp1_11,1
b114,csp1_12,1
b114,csp1_2,1
b114,csp1_3,1
b114,csp1_4,1
b114,csp1_5,1
b114,csp1_6,1
b114,csp1_7,1
b114,csp1_8,1
b114,csp1_9,1
b114,dac,1
b114,distpv,1
b114,dupv_1,1
b114,dupv_10,1
b114,dupv_2,1
b114,dupv_3,1
b114,dupv_4,1
b114,dupv_5,1
b114,dupv_6,1
b114,dupv_7,1
b114,dupv_8,1
b114,dupv_9,1
b114,electrolyzer,1
b114,Gas-CC,1
b114,Gas-CC-CCS-F1,1
b114,Gas-CC-CCS-F2,1
b114,Gas-CC-CCS-F3,1
b114,Gas-CT,1
b114,hydD,1
b114,hydED,1
b114,hydEND,1
b114,hydND,1
b114,hydNPD,1
b114,hydNPND,1
b114,Hydro,1
b114,hydSD,1
b114,hydSND,1
b114,hydUD,1
b114,hydUND,1
b114,ice,1
b114,lfill-gas,1
b114,MHKwave,1
b114,Nuclear,1
b114,Nuclear-SMR,1
b114,Ocean,1
b114,o-g-s,1
b114,PSH,1
b114,H2-CC,1
b114,H2-CT,1
b114,smr,1
b114,smr_ccs,1
b114,UPV,1
b114,OFSWIND,1
b114,ONSWIND,1
b114,coal-CCS_mod,1
b114,coal-CCS_max,1
b114,Gas-CC-CCS_mod,1
b114,Gas-CC-CCS_max,1
b114,beccs_mod,1
b114,beccs_max,1
b114,dac_gas,1
b114,egs_allkm_1,1
b114,egs_allkm_2,1
b114,egs_allkm_3,1
b114,egs_allkm_4,1
b114,egs_allkm_5,1
b114,egs_allkm_6,1
b114,egs_allkm_7,1
b114,egs_allkm_8,1
b114,egs_allkm_9,1
b114,egs_allkm_10,1
b114,geohydro_allkm_1,1
b114,geohydro_allkm_2,1
b114,geohydro_allkm_3,1
b114,geohydro_allkm_4,1
b114,geohydro_allkm_5,1
b114,geohydro_allkm_6,1
b114,geohydro_allkm_7,1
b114,geohydro_allkm_8,1
b114,geohydro_allkm_9,1
b114,geohydro_allkm_10,1
b114,egs_nearfield_1,1
b114,egs_nearfield_2,1
b114,egs_nearfield_3,1
b114,egs_nearfield_4,1
b114,egs_nearfield_5,1
b114,egs_nearfield_6,1
b114,egs_nearfield_7,1
b114,egs_nearfield_8,1
b114,egs_nearfield_9,1
b114,egs_nearfield_10,1
b115,BATTERY,1
b115,biopower,1
b115,caes,1
b115,can-imports,1
b115,coal-CCS-F1,1
b115,coal-CCS-F2,1
b115,coal-CCS-F3,1
b115,Coal-IGCC,1
b115,coal-new,1
b115,CoalOldScr,1
b115,CoalOldUns,1
b115,CofireNew,1
b115,CofireOld,1
b115,csp1_1,1
b115,csp1_10,1
b115,csp1_11,1
b115,csp1_12,1
b115,csp1_2,1
b115,csp1_3,1
b115,csp1_4,1
b115,csp1_5,1
b115,csp1_6,1
b115,csp1_7,1
b115,csp1_8,1
b115,csp1_9,1
b115,dac,1
b115,distpv,1
b115,dupv_1,1
b115,dupv_10,1
b115,dupv_2,1
b115,dupv_3,1
b115,dupv_4,1
b115,dupv_5,1
b115,dupv_6,1
b115,dupv_7,1
b115,dupv_8,1
b115,dupv_9,1
b115,electrolyzer,1
b115,Gas-CC,1
b115,Gas-CC-CCS-F1,1
b115,Gas-CC-CCS-F2,1
b115,Gas-CC-CCS-F3,1
b115,Gas-CT,1
b115,hydD,1
b115,hydED,1
b115,hydEND,1
b115,hydND,1
b115,hydNPD,1
b115,hydNPND,1
b115,Hydro,1
b115,hydSD,1
b115,hydSND,1
b115,hydUD,1
b115,hydUND,1
b115,ice,1
b115,lfill-gas,1
b115,MHKwave,1
b115,Nuclear,1
b115,Nuclear-SMR,1
b115,Ocean,1
b115,o-g-s,1
b115,PSH,1
b115,H2-CC,1
b115,H2-CT,1
b115,smr,1
b115,smr_ccs,1
b115,UPV,1
b115,OFSWIND,1
b115,ONSWIND,1
b115,coal-CCS_mod,1
b115,coal-CCS_max,1
b115,Gas-CC-CCS_mod,1
b115,Gas-CC-CCS_max,1
b115,beccs_mod,1
b115,beccs_max,1
b115,dac_gas,1
b115,egs_allkm_1,1
b115,egs_allkm_2,1
b115,egs_allkm_3,1
b115,egs_allkm_4,1
b115,egs_allkm_5,1
b115,egs_allkm_6,1
b115,egs_allkm_7,1
b115,egs_allkm_8,1
b115,egs_allkm_9,1
b115,egs_allkm_10,1
b115,geohydro_allkm_1,1
b115,geohydro_allkm_2,1
b115,geohydro_allkm_3,1
b115,geohydro_allkm_4,1
b115,geohydro_allkm_5,1
b115,geohydro_allkm_6,1
b115,geohydro_allkm_7,1
b115,geohydro_allkm_8,1
b115,geohydro_allkm_9,1
b115,geohydro_allkm_10,1
b115,egs_nearfield_1,1
b115,egs_nearfield_2,1
b115,egs_nearfield_3,1
b115,egs_nearfield_4,1
b115,egs_nearfield_5,1
b115,egs_nearfield_6,1
b115,egs_nearfield_7,1
b115,egs_nearfield_8,1
b115,egs_nearfield_9,1
b115,egs_nearfield_10,1
b116,BATTERY,1
b116,biopower,1
b116,caes,1
b116,can-imports,1
b116,coal-CCS-F1,1
b116,coal-CCS-F2,1
b116,coal-CCS-F3,1
b116,Coal-IGCC,1
b116,coal-new,1
b116,CoalOldScr,1
b116,CoalOldUns,1
b116,CofireNew,1
b116,CofireOld,1
b116,csp1_1,1
b116,csp1_10,1
b116,csp1_11,1
b116,csp1_12,1
b116,csp1_2,1
b116,csp1_3,1
b116,csp1_4,1
b116,csp1_5,1
b116,csp1_6,1
b116,csp1_7,1
b116,csp1_8,1
b116,csp1_9,1
b116,dac,1
b116,distpv,1
b116,dupv_1,1
b116,dupv_10,1
b116,dupv_2,1
b116,dupv_3,1
b116,dupv_4,1
b116,dupv_5,1
b116,dupv_6,1
b116,dupv_7,1
b116,dupv_8,1
b116,dupv_9,1
b116,electrolyzer,1
b116,Gas-CC,1
b116,Gas-CC-CCS-F1,1
b116,Gas-CC-CCS-F2,1
b116,Gas-CC-CCS-F3,1
b116,Gas-CT,1
b116,hydD,1
b116,hydED,1
b116,hydEND,1
b116,hydND,1
b116,hydNPD,1
b116,hydNPND,1
b116,Hydro,1
b116,hydSD,1
b116,hydSND,1
b116,hydUD,1
b116,hydUND,1
b116,ice,1
b116,lfill-gas,1
b116,MHKwave,1
b116,Nuclear,1
b116,Nuclear-SMR,1
b116,Ocean,1
b116,o-g-s,1
b116,PSH,1
b116,H2-CC,1
b116,H2-CT,1
b116,smr,1
b116,smr_ccs,1
b116,UPV,1
b116,OFSWIND,1
b116,ONSWIND,1
b116,coal-CCS_mod,1
b116,coal-CCS_max,1
b116,Gas-CC-CCS_mod,1
b116,Gas-CC-CCS_max,1
b116,beccs_mod,1
b116,beccs_max,1
b116,dac_gas,1
b116,egs_allkm_1,1
b116,egs_allkm_2,1
b116,egs_allkm_3,1
b116,egs_allkm_4,1
b116,egs_allkm_5,1
b116,egs_allkm_6,1
b116,egs_allkm_7,1
b116,egs_allkm_8,1
b116,egs_allkm_9,1
b116,egs_allkm_10,1
b116,geohydro_allkm_1,1
b116,geohydro_allkm_2,1
b116,geohydro_allkm_3,1
b116,geohydro_allkm_4,1
b116,geohydro_allkm_5,1
b116,geohydro_allkm_6,1
b116,geohydro_allkm_7,1
b116,geohydro_allkm_8,1
b116,geohydro_allkm_9,1
b116,geohydro_allkm_10,1
b116,egs_nearfield_1,1
b116,egs_nearfield_2,1
b116,egs_nearfield_3,1
b116,egs_nearfield_4,1
b116,egs_nearfield_5,1
b116,egs_nearfield_6,1
b116,egs_nearfield_7,1
b116,egs_nearfield_8,1
b116,egs_nearfield_9,1
b116,egs_nearfield_10,1
b117,BATTERY,1
b117,biopower,1
b117,caes,1
b117,can-imports,1
b117,coal-CCS-F1,1
b117,coal-CCS-F2,1
b117,coal-CCS-F3,1
b117,Coal-IGCC,1
b117,coal-new,1
b117,CoalOldScr,1
b117,CoalOldUns,1
b117,CofireNew,1
b117,CofireOld,1
b117,csp1_1,1
b117,csp1_10,1
b117,csp1_11,1
b117,csp1_12,1
b117,csp1_2,1
b117,csp1_3,1
b117,csp1_4,1
b117,csp1_5,1
b117,csp1_6,1
b117,csp1_7,1
b117,csp1_8,1
b117,csp1_9,1
b117,dac,1
b117,distpv,1
b117,dupv_1,1
b117,dupv_10,1
b117,dupv_2,1
b117,dupv_3,1
b117,dupv_4,1
b117,dupv_5,1
b117,dupv_6,1
b117,dupv_7,1
b117,dupv_8,1
b117,dupv_9,1
b117,electrolyzer,1
b117,Gas-CC,1
b117,Gas-CC-CCS-F1,1
b117,Gas-CC-CCS-F2,1
b117,Gas-CC-CCS-F3,1
b117,Gas-CT,1
b117,hydD,1
b117,hydED,1
b117,hydEND,1
b117,hydND,1
b117,hydNPD,1
b117,hydNPND,1
b117,Hydro,1
b117,hydSD,1
b117,hydSND,1
b117,hydUD,1
b117,hydUND,1
b117,ice,1
b117,lfill-gas,1
b117,MHKwave,1
b117,Nuclear,1
b117,Nuclear-SMR,1
b117,Ocean,1
b117,o-g-s,1
b117,PSH,1
b117,H2-CC,1
b117,H2-CT,1
b117,smr,1
b117,smr_ccs,1
b117,UPV,1
b117,OFSWIND,1
b117,ONSWIND,1
b117,coal-CCS_mod,1
b117,coal-CCS_max,1
b117,Gas-CC-CCS_mod,1
b117,Gas-CC-CCS_max,1
b117,beccs_mod,1
b117,beccs_max,1
b117,dac_gas,1
b117,egs_allkm_1,1
b117,egs_allkm_2,1
b117,egs_allkm_3,1
b117,egs_allkm_4,1
b117,egs_allkm_5,1
b117,egs_allkm_6,1
b117,egs_allkm_7,1
b117,egs_allkm_8,1
b117,egs_allkm_9,1
b117,egs_allkm_10,1
b117,geohydro_allkm_1,1
b117,geohydro_allkm_2,1
b117,geohydro_allkm_3,1
b117,geohydro_allkm_4,1
b117,geohydro_allkm_5,1
b117,geohydro_allkm_6,1
b117,geohydro_allkm_7,1
b117,geohydro_allkm_8,1
b117,geohydro_allkm_9,1
b117,geohydro_allkm_10,1
b117,egs_nearfield_1,1
b117,egs_nearfield_2,1
b117,egs_nearfield_3,1
b117,egs_nearfield_4,1
b117,egs_nearfield_5,1
b117,egs_nearfield_6,1
b117,egs_nearfield_7,1
b117,egs_nearfield_8,1
b117,egs_nearfield_9,1
b117,egs_nearfield_10,1
b118,BATTERY,1
b118,biopower,1
b118,caes,1
b118,can-imports,1
b118,coal-CCS-F1,1
b118,coal-CCS-F2,1
b118,coal-CCS-F3,1
b118,Coal-IGCC,1
b118,coal-new,1
b118,CoalOldScr,1
b118,CoalOldUns,1
b118,CofireNew,1
b118,CofireOld,1
b118,csp1_1,1
b118,csp1_10,1
b118,csp1_11,1
b118,csp1_12,1
b118,csp1_2,1
b118,csp1_3,1
b118,csp1_4,1
b118,csp1_5,1
b118,csp1_6,1
b118,csp1_7,1
b118,csp1_8,1
b118,csp1_9,1
b118,dac,1
b118,distpv,1
b118,dupv_1,1
b118,dupv_10,1
b118,dupv_2,1
b118,dupv_3,1
b118,dupv_4,1
b118,dupv_5,1
b118,dupv_6,1
b118,dupv_7,1
b118,dupv_8,1
b118,dupv_9,1
b118,electrolyzer,1
b118,Gas-CC,1
b118,Gas-CC-CCS-F1,1
b118,Gas-CC-CCS-F2,1
b118,Gas-CC-CCS-F3,1
b118,Gas-CT,1
b118,hydD,1
b118,hydED,1
b118,hydEND,1
b118,hydND,1
b118,hydNPD,1
b118,hydNPND,1
b118,Hydro,1
b118,hydSD,1
b118,hydSND,1
b118,hydUD,1
b118,hydUND,1
b118,ice,1
b118,lfill-gas,1
b118,MHKwave,1
b118,Nuclear,1
b118,Nuclear-SMR,1
b118,Ocean,1
b118,o-g-s,1
b118,PSH,1
b118,H2-CC,1
b118,H2-CT,1
b118,smr,1
b118,smr_ccs,1
b118,UPV,1
b118,OFSWIND,1
b118,ONSWIND,1
b118,coal-CCS_mod,1
b118,coal-CCS_max,1
b118,Gas-CC-CCS_mod,1
b118,Gas-CC-CCS_max,1
b118,beccs_mod,1
b118,beccs_max,1
b118,dac_gas,1
b118,egs_allkm_1,1
b118,egs_allkm_2,1
b118,egs_allkm_3,1
b118,egs_allkm_4,1
b118,egs_allkm_5,1
b118,egs_allkm_6,1
b118,egs_allkm_7,1
b118,egs_allkm_8,1
b118,egs_allkm_9,1
b118,egs_allkm_10,1
b118,geohydro_allkm_1,1
b118,geohydro_allkm_2,1
b118,geohydro_allkm_3,1
b118,geohydro_allkm_4,1
b118,geohydro_allkm_5,1
b118,geohydro_allkm_6,1
b118,geohydro_allkm_7,1
b118,geohydro_allkm_8,1
b118,geohydro_allkm_9,1
b118,geohydro_allkm_10,1
b118,egs_nearfield_1,1
b118,egs_nearfield_2,1
b118,egs_nearfield_3,1
b118,egs_nearfield_4,1
b118,egs_nearfield_5,1
b118,egs_nearfield_6,1
b118,egs_nearfield_7,1
b118,egs_nearfield_8,1
b118,egs_nearfield_9,1
b118,egs_nearfield_10,1
b119,BATTERY,1
b119,biopower,1
b119,caes,1
b119,can-imports,1
b119,coal-CCS-F1,1
b119,coal-CCS-F2,1
b119,coal-CCS-F3,1
b119,Coal-IGCC,1
b119,coal-new,1
b119,CoalOldScr,1
b119,CoalOldUns,1
b119,CofireNew,1
b119,CofireOld,1
b119,csp1_1,1
b119,csp1_10,1
b119,csp1_11,1
b119,csp1_12,1
b119,csp1_2,1
b119,csp1_3,1
b119,csp1_4,1
b119,csp1_5,1
b119,csp1_6,1
b119,csp1_7,1
b119,csp1_8,1
b119,csp1_9,1
b119,dac,1
b119,distpv,1
b119,dupv_1,1
b119,dupv_10,1
b119,dupv_2,1
b119,dupv_3,1
b119,dupv_4,1
b119,dupv_5,1
b119,dupv_6,1
b119,dupv_7,1
b119,dupv_8,1
b119,dupv_9,1
b119,electrolyzer,1
b119,Gas-CC,1
b119,Gas-CC-CCS-F1,1
b119,Gas-CC-CCS-F2,1
b119,Gas-CC-CCS-F3,1
b119,Gas-CT,1
b119,hydD,1
b119,hydED,1
b119,hydEND,1
b119,hydND,1
b119,hydNPD,1
b119,hydNPND,1
b119,Hydro,1
b119,hydSD,1
b119,hydSND,1
b119,hydUD,1
b119,hydUND,1
b119,ice,1
b119,lfill-gas,1
b119,MHKwave,1
b119,Nuclear,1
b119,Nuclear-SMR,1
b119,Ocean,1
b119,o-g-s,1
b119,PSH,1
b119,H2-CC,1
b119,H2-CT,1
b119,smr,1
b119,smr_ccs,1
b119,UPV,1
b119,OFSWIND,1
b119,ONSWIND,1
b119,coal-CCS_mod,1
b119,coal-CCS_max,1
b119,Gas-CC-CCS_mod,1
b119,Gas-CC-CCS_max,1
b119,beccs_mod,1
b119,beccs_max,1
b119,dac_gas,1
b119,egs_allkm_1,1
b119,egs_allkm_2,1
b119,egs_allkm_3,1
b119,egs_allkm_4,1
b119,egs_allkm_5,1
b119,egs_allkm_6,1
b119,egs_allkm_7,1
b119,egs_allkm_8,1
b119,egs_allkm_9,1
b119,egs_allkm_10,1
b119,geohydro_allkm_1,1
b119,geohydro_allkm_2,1
b119,geohydro_allkm_3,1
b119,geohydro_allkm_4,1
b119,geohydro_allkm_5,1
b119,geohydro_allkm_6,1
b119,geohydro_allkm_7,1
b119,geohydro_allkm_8,1
b119,geohydro_allkm_9,1
b119,geohydro_allkm_10,1
b119,egs_nearfield_1,1
b119,egs_nearfield_2,1
b119,egs_nearfield_3,1
b119,egs_nearfield_4,1
b119,egs_nearfield_5,1
b119,egs_nearfield_6,1
b119,egs_nearfield_7,1
b119,egs_nearfield_8,1
b119,egs_nearfield_9,1
b119,egs_nearfield_10,1
b120,BATTERY,1
b120,biopower,1
b120,caes,1
b120,can-imports,1
b120,coal-CCS-F1,1
b120,coal-CCS-F2,1
b120,coal-CCS-F3,1
b120,Coal-IGCC,1
b120,coal-new,1
b120,CoalOldScr,1
b120,CoalOldUns,1
b120,CofireNew,1
b120,CofireOld,1
b120,csp1_1,1
b120,csp1_10,1
b120,csp1_11,1
b120,csp1_12,1
b120,csp1_2,1
b120,csp1_3,1
b120,csp1_4,1
b120,csp1_5,1
b120,csp1_6,1
b120,csp1_7,1
b120,csp1_8,1
b120,csp1_9,1
b120,dac,1
b120,distpv,1
b120,dupv_1,1
b120,dupv_10,1
b120,dupv_2,1
b120,dupv_3,1
b120,dupv_4,1
b120,dupv_5,1
b120,dupv_6,1
b120,dupv_7,1
b120,dupv_8,1
b120,dupv_9,1
b120,electrolyzer,1
b120,Gas-CC,1
b120,Gas-CC-CCS-F1,1
b120,Gas-CC-CCS-F2,1
b120,Gas-CC-CCS-F3,1
b120,Gas-CT,1
b120,hydD,1
b120,hydED,1
b120,hydEND,1
b120,hydND,1
b120,hydNPD,1
b120,hydNPND,1
b120,Hydro,1
b120,hydSD,1
b120,hydSND,1
b120,hydUD,1
b120,hydUND,1
b120,ice,1
b120,lfill-gas,1
b120,MHKwave,1
b120,Nuclear,1
b120,Nuclear-SMR,1
b120,Ocean,1
b120,o-g-s,1
b120,PSH,1
b120,H2-CC,1
b120,H2-CT,1
b120,smr,1
b120,smr_ccs,1
b120,UPV,1
b120,OFSWIND,1
b120,ONSWIND,1
b120,coal-CCS_mod,1
b120,coal-CCS_max,1
b120,Gas-CC-CCS_mod,1
b120,Gas-CC-CCS_max,1
b120,beccs_mod,1
b120,beccs_max,1
b120,dac_gas,1
b120,egs_allkm_1,1
b120,egs_allkm_2,1
b120,egs_allkm_3,1
b120,egs_allkm_4,1
b120,egs_allkm_5,1
b120,egs_allkm_6,1
b120,egs_allkm_7,1
b120,egs_allkm_8,1
b120,egs_allkm_9,1
b120,egs_allkm_10,1
b120,geohydro_allkm_1,1
b120,geohydro_allkm_2,1
b120,geohydro_allkm_3,1
b120,geohydro_allkm_4,1
b120,geohydro_allkm_5,1
b120,geohydro_allkm_6,1
b120,geohydro_allkm_7,1
b120,geohydro_allkm_8,1
b120,geohydro_allkm_9,1
b120,geohydro_allkm_10,1
b120,egs_nearfield_1,1
b120,egs_nearfield_2,1
b120,egs_nearfield_3,1
b120,egs_nearfield_4,1
b120,egs_nearfield_5,1
b120,egs_nearfield_6,1
b120,egs_nearfield_7,1
b120,egs_nearfield_8,1
b120,egs_nearfield_9,1
b120,egs_nearfield_10,1
b121,BATTERY,1
b121,biopower,1
b121,caes,1
b121,can-imports,1
b121,coal-CCS-F1,1
b121,coal-CCS-F2,1
b121,coal-CCS-F3,1
b121,Coal-IGCC,1
b121,coal-new,1
b121,CoalOldScr,1
b121,CoalOldUns,1
b121,CofireNew,1
b121,CofireOld,1
b121,csp1_1,1
b121,csp1_10,1
b121,csp1_11,1
b121,csp1_12,1
b121,csp1_2,1
b121,csp1_3,1
b121,csp1_4,1
b121,csp1_5,1
b121,csp1_6,1
b121,csp1_7,1
b121,csp1_8,1
b121,csp1_9,1
b121,dac,1
b121,distpv,1
b121,dupv_1,1
b121,dupv_10,1
b121,dupv_2,1
b121,dupv_3,1
b121,dupv_4,1
b121,dupv_5,1
b121,dupv_6,1
b121,dupv_7,1
b121,dupv_8,1
b121,dupv_9,1
b121,electrolyzer,1
b121,Gas-CC,1
b121,Gas-CC-CCS-F1,1
b121,Gas-CC-CCS-F2,1
b121,Gas-CC-CCS-F3,1
b121,Gas-CT,1
b121,hydD,1
b121,hydED,1
b121,hydEND,1
b121,hydND,1
b121,hydNPD,1
b121,hydNPND,1
b121,Hydro,1
b121,hydSD,1
b121,hydSND,1
b121,hydUD,1
b121,hydUND,1
b121,ice,1
b121,lfill-gas,1
b121,MHKwave,1
b121,Nuclear,1
b121,Nuclear-SMR,1
b121,Ocean,1
b121,o-g-s,1
b121,PSH,1
b121,H2-CC,1
b121,H2-CT,1
b121,smr,1
b121,smr_ccs,1
b121,UPV,1
b121,OFSWIND,1
b121,ONSWIND,1
b121,coal-CCS_mod,1
b121,coal-CCS_max,1
b121,Gas-CC-CCS_mod,1
b121,Gas-CC-CCS_max,1
b121,beccs_mod,1
b121,beccs_max,1
b121,dac_gas,1
b121,egs_allkm_1,1
b121,egs_allkm_2,1
b121,egs_allkm_3,1
b121,egs_allkm_4,1
b121,egs_allkm_5,1
b121,egs_allkm_6,1
b121,egs_allkm_7,1
b121,egs_allkm_8,1
b121,egs_allkm_9,1
b121,egs_allkm_10,1
b121,geohydro_allkm_1,1
b121,geohydro_allkm_2,1
b121,geohydro_allkm_3,1
b121,geohydro_allkm_4,1
b121,geohydro_allkm_5,1
b121,geohydro_allkm_6,1
b121,geohydro_allkm_7,1
b121,geohydro_allkm_8,1
b121,geohydro_allkm_9,1
b121,geohydro_allkm_10,1
b121,egs_nearfield_1,1
b121,egs_nearfield_2,1
b121,egs_nearfield_3,1
b121,egs_nearfield_4,1
b121,egs_nearfield_5,1
b121,egs_nearfield_6,1
b121,egs_nearfield_7,1
b121,egs_nearfield_8,1
b121,egs_nearfield_9,1
b121,egs_nearfield_10,1
b122,BATTERY,1
b122,biopower,1
b122,caes,1
b122,can-imports,1
b122,coal-CCS-F1,1
